CaseOrder,Interaction,UID,Population,Area,Children,Age,Income,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8
1763,385388ae-190a-42fc-a2c0-ea5dcfe7776b,1cbf3aed94da1a12adfd9501c5153f57,24838,Suburban,3,47,-0.0808591319262041,Yes,12.1859369,14,1,0,No,One year,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),-1.265990796597839,257.684139,-1.0861745332168649,3,3,4,5,5,2,2,2
1764,57995f97-5d72-4fec-97c9-a96e3fefb6e9,d3056c83f91889132ce4b9861df0410d,18722,Rural,6,35,-1.3034713930196147,No,8.242312444,10,2,0,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Electronic Check,-0.7899261909003452,162.452604,-0.7689513006588211,4,4,3,2,3,2,2,2
1765,c99b441e-057c-47ec-bf2a-96c4652fcd97,556f092659299f836bf9a690485ef3b3,907,Rural,2,66,-1.1888124843841812,No,9.217002771,13,0,0,No,Month-to-month,No,Yes,DSL,Yes,No,No,No,No,No,No,No,Yes,Electronic Check,-0.6764028127225945,92.455141,-0.7388209879507456,3,3,3,4,4,3,3,4
1766,f1bd7d5e-bd35-4555-bc88-95e530911753,23cca9430bb99bd47011778c2572dd51,9022,Rural,2,76,0.47664414949367867,Yes,9.75859429,12,0,1,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Electronic Check,-1.2663108820709648,184.961033,-1.1535299898028315,3,2,4,3,4,2,2,4
1767,7b5235b3-c094-4636-96ec-c0b2440ae886,96ea1341c1aae74a69876379e0a65375,6871,Suburban,2,70,-0.5243904205188649,Yes,11.34236064,12,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Electronic Check,-0.6590361298830832,172.462354,-0.7365937222056758,3,3,5,3,5,3,3,4
1768,f47e9f52-f6e6-4274-a24b-d96e95d8fbce,1862b41e96a03a63389b159a09e55e97,19100,Suburban,0,44,-0.8335706229261745,No,9.415068375,12,1,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Bank Transfer(automatic),-1.2006303796192748,112.455141,-1.4412262354339485,5,4,4,5,3,5,4,6
1769,8239215c-9247-46f3-86ef-cdfeb7efd729,85d37b72073d5ea5763dc2e6f6586418,230,Urban,3,73,-0.9813319937204714,No,10.65731963,10,0,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Mailed Check,-0.7338596561277887,149.99153,-0.8632851432481443,4,4,3,2,5,3,1,3
1770,3ef46933-6ebb-45de-b4b3-b1b9a9fbc9e3,8fa367f454c23f43ae6b3af6a9bb01c7,1393,Rural,0,72,-0.26277940380175135,No,7.011648779,13,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Mailed Check,-1.2050970180485474,162.468917,-1.3781984133359133,3,4,3,4,3,4,3,3
1771,76ce5c30-a20f-4506-b509-e1511511e85c,5a8e3dc4cfd241dc00b5d6627f89f23f,64417,Urban,1,42,1.7090675684342689,Yes,8.349506731,13,2,0,No,Month-to-month,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,No,No,Yes,Credit Card (automatic),-1.112167032660948,127.473844,-1.0652237914056817,4,4,3,5,2,5,5,4
1772,873cedf8-85a1-4d0b-bad4-b764cb13764e,c3710cb780fea61a158ee9fa51354633,3521,Suburban,0,58,-0.7589124140858124,Yes,9.299310376,10,2,0,No,Month-to-month,Yes,No,,Yes,No,No,Yes,No,No,Yes,No,Yes,Credit Card (automatic),-1.032804433609811,127.458638,-1.1632129514906806,2,1,3,3,4,3,3,3
1773,a4774c19-73f6-4fa7-b0d2-38a965cf095b,3e501c308fdc13584b3908468d206a62,134,Suburban,1,68,-1.1401925338309336,Yes,12.84944852,6,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Mailed Check,-1.2038665705267584,240.114868,-1.2026342755159387,4,5,4,5,2,3,4,4
1774,bfed1a87-70b3-4c1e-96e9-56c160534718,ca3a8d5de89133d48c8a8ba6e29eb8c4,1451,Suburban,8,19,-0.273214708175752,No,5.430446293,6,1,0,No,One year,No,No,,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Bank Transfer(automatic),-1.0621325258989234,162.500489,-0.9902150831622307,3,3,3,4,3,3,3,2
1775,a236815d-fd7a-4117-b33f-7186b4882b1a,a34d4daf7c12889b5ba683c589b1c3c2,35591,Rural,1,79,0.3453595377500449,No,11.15775194,7,0,1,No,One year,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Mailed Check,-0.91828061928237,184.967019,-1.0046080268172142,3,3,3,5,4,4,3,5
1776,5c202e0c-6416-483a-9295-5d96d87a6983,aea4ed47166f44f305d08ca761a0d6bd,98660,Suburban,5,54,1.3339852946262243,Yes,8.127707725,15,1,0,Yes,One year,No,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Mailed Check,-0.7316397235886914,242.632554,-0.6441893409074303,4,3,5,4,4,4,5,4
1777,caf774ce-cb52-437c-a269-07b1823b7dbc,a4837714f9c6867cbbe7071f7048d00f,18249,Suburban,3,19,-0.4296971081675419,Yes,9.910027332,13,1,0,No,One year,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Electronic Check,-0.48839648270443586,232.62403,-0.20035664327497502,4,4,4,3,3,3,4,3
1778,56575671-25ef-4206-b04a-974632ae1780,2565ed54696bd2370308d199f12930e2,167,Suburban,2,46,-0.446373168552338,No,13.29565706,17,0,0,No,One year,No,No,,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Credit Card (automatic),-1.1326592765117642,149.970715,-1.2305940721668673,3,3,3,3,5,5,2,2
1779,038708dc-2204-42ea-be9f-c28972879973,7d75aac6dc9d8d1b394f560a913ed25f,2525,Rural,0,63,-0.6407189211135453,Yes,14.05990229,11,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Credit Card (automatic),-0.9781909601469922,255.133571,-0.7536707683187621,3,3,1,3,4,3,3,2
1780,38779fbc-4b98-4061-8297-403bbdaa01c4,68170d3bf2a7d5e3660cf77b4a6ee4b3,27856,Rural,0,85,-0.24311453266238192,Yes,17.60288873,9,0,1,Yes,Month-to-month,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Yes,Yes,No,Mailed Check,-0.4098183545183932,202.649979,-0.2252621846507737,4,3,3,5,2,4,5,4
1781,35c91e98-ea7a-4b79-a0eb-3a0b8f80987b,995087accc2f6f180426e6402c9519e6,140,Urban,1,64,-0.7083647018735876,Yes,15.36169948,6,1,0,No,One year,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),-0.8999263010012284,287.642733,-0.8328576512046064,3,3,3,2,4,3,5,3
1782,790144ae-2e40-4546-993a-a85f46505ad5,ae734a07dcea4c7321000377be3a587b,9400,Rural,1,21,-1.0932255076876372,No,10.89022868,9,1,0,Yes,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Electronic Check,-0.9478086785899689,144.960655,-1.1090336659348454,4,3,2,1,6,3,5,4
1783,e11b65da-a4a2-4de9-a672-fcb02b68566c,77d8791b757fa5158524182526bdac52,16169,Rural,7,18,0.2770318059837087,No,12.65695134,7,1,0,No,Two Year,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Mailed Check,-1.1504237659942471,129.977753,-0.9851895708782455,5,5,5,5,1,5,5,5
1784,83f52696-3872-4182-aa6e-df735517cede,e3956b12ef3e64f6eb9453b1753395d0,32000,Suburban,4,83,0.007947343865327859,No,14.74975124,10,2,0,No,One year,No,Yes,,Yes,No,Yes,No,No,No,No,Yes,Yes,Electronic Check,-1.197923061273342,117.483475,-1.3332166823211378,2,3,3,3,3,2,4,4
1785,6abb20a4-1480-405a-8f8a-889a71904e8c,3fbb43c6ce51a2d0e287982a3f4f505b,7462,Suburban,9,33,1.2134218179955785,Yes,6.823241689,13,3,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Electronic Check,-1.0630184200801482,152.479779,-0.9769679424162697,4,4,4,5,3,3,4,4
1786,749c2c56-7acd-4419-9cf6-4bbb352701d4,e5fdcb64c38f33fa15194bc2fbff61a4,53431,Urban,1,58,-1.0877330182516103,Yes,11.20443812,10,2,0,No,Month-to-month,Yes,No,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Credit Card (automatic),-0.6415931434430452,230.134352,-0.5871321491255582,3,3,3,3,3,4,3,4
1787,f8c59b7b-7e71-4426-8877-ac14152ad8f2,4f7bc530342ae8497f54b8ebe221445b,403,Rural,1,24,-0.6189273416097744,Yes,9.386659049,13,0,1,No,One year,Yes,No,,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),-1.0277348183441872,232.670689,-0.9425746064372558,3,2,3,4,2,4,5,3
1788,cd814ad9-8df8-46d8-acaf-0e005de21645,2efdbaf64f4de59787f0aa2bf8ff1c6e,13133,Suburban,1,88,-0.9809131772158262,No,8.244134358,13,0,1,No,Two Year,No,No,Fiber Optic,No,No,No,No,No,Yes,No,No,Yes,Bank Transfer(automatic),-1.083855425086896,124.964303,-1.3753965741959602,4,4,4,2,3,4,3,4
1789,80fa2a21-ab55-4988-a17f-6565e8bed42e,8cb5065c4f36aebd93f67d73b3d5ea74,1331,Urban,1,40,-1.2793779185694822,Yes,10.73059843,18,1,0,No,Month-to-month,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,-1.2264964156115639,247.664655,-0.9400088632625841,3,3,2,5,3,4,3,3
1790,19b33192-fb2d-4fea-8505-4bd055bb3f5c,b8e31633af88372fb4dac62115d9f8c8,6612,Suburban,0,26,0.579344978081151,Yes,7.415363166,14,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,Yes,Electronic Check,-1.1804792158883322,159.951231,-1.319187192601356,3,4,4,5,2,4,4,4
1791,271f6b14-5b0c-46c0-bfd9-6b62eb8a03b0,83aeaf4ebcb081cb76d766eb43508d8d,9338,Suburban,1,70,-0.6026888930511699,Yes,8.735591454,14,2,1,No,Month-to-month,No,Yes,,No,Yes,No,No,No,No,Yes,Yes,Yes,Credit Card (automatic),-1.0498522384231899,207.638588,-1.0744652591048096,4,5,5,4,4,3,5,4
1792,6f5e7c66-a612-4bd1-981e-8a9952f1c595,ad4e99a44f6440db3ec1ddec9b037bea,59191,Urban,2,21,-0.9538855048322169,Yes,7.781912069,8,2,0,No,Month-to-month,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Mailed Check,-1.2095778671914001,247.664655,-0.8806390084122823,2,2,4,4,5,2,2,5
1793,d926d5fe-799e-4092-bd1c-117ae900b8e9,668e36399509b32557277ea2c3de0ad4,7233,Suburban,0,75,-0.766620269063346,Yes,10.0345016,14,0,2,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Bank Transfer(automatic),-1.2377997894814936,207.475448,-1.1077523252014667,2,3,3,4,3,3,4,2
1794,be794955-50cb-42f8-b0e0-4c4e100dcea5,955653bcf8bad7a194fef1607780e975,4721,Rural,0,67,0.7529747400112289,Yes,8.247672688,15,1,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Electronic Check,-1.233070883217964,230.105118,-1.234091665438856,4,5,4,4,5,3,4,4
1795,9a7c718c-afd5-4bcc-b1e8-87fa4a044107,99f9477b37aae55341f7f8437dc86382,1640,Rural,2,29,0.7399073813633263,No,13.82901227,12,0,1,No,Two Year,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Credit Card (automatic),-0.9937860351719269,177.48762,-0.7671340490590793,3,2,3,3,3,3,3,4
1796,d517fe87-f1a9-4395-bc82-34a3a8849442,3a2f7fd851fd4d69effb3b2994975f7e,26679,Suburban,4,26,-0.6529759531627054,No,13.62442766,13,1,0,No,Two Year,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Bank Transfer(automatic),-0.4821607615591197,154.961766,-0.2657409840757896,4,4,4,5,3,3,5,3
1797,6291b9bb-d983-4269-bfe5-9453bc8bfb65,706ac5eb216d8e0ecd4a2eb555c9293f,1126,Urban,3,38,-0.2992061554733547,Yes,12.48448983,9,0,1,No,Two Year,No,No,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Mailed Check,-0.7601417048263394,235.137219,-0.4707777704631406,3,2,2,4,4,3,1,2
1798,5a98b3ec-4f81-42e7-aced-1ae639428c75,4e344b7adb31af784a319ad84ab8aa8e,22849,Suburban,8,20,-0.07325802018990511,No,9.961483356,10,1,0,No,Two Year,No,No,DSL,Yes,No,No,No,No,No,No,No,No,Electronic Check,-0.6963028405264491,92.455141,-0.5655978591668963,1,1,2,3,4,1,4,3
1799,0b7d1ee4-f089-44c4-969e-09fd6c24e377,7be66a7fd6f3d059c9f86791d05f60cb,1924,Suburban,2,60,-0.4416441947255419,No,12.65398405,9,0,0,No,One year,No,No,DSL,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Credit Card (automatic),-0.4398055670358999,162.45383,-0.3689695206141224,3,3,2,4,4,3,4,2
1800,89569ec0-3910-44b0-90b9-b17a662eae4d,9132a67b424f185e572e6a615870960b,4621,Rural,1,65,-0.6714857985987472,Yes,6.672058888,14,2,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Bank Transfer(automatic),-0.9550433817825085,207.609354,-0.9843552499800349,3,4,5,4,3,3,5,5
1801,fac6fb65-13f5-423f-8dc6-af39743565dd,6ebb1253ca5042cae7cf3aa458b15bff,49,Rural,1,36,1.6845247794105664,No,9.246170832,7,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Mailed Check,-0.9973443333937277,182.497044,-1.0660128433799707,4,3,4,4,4,4,5,3
1802,e91cd8f3-c398-490f-aa70-44e448f4d084,dea1b37cb5a846dc04c45c0292a69856,2109,Rural,3,79,-0.09249840076529453,Yes,8.294166484,12,0,0,Yes,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Electronic Check,-1.0116975211431003,242.610632,-0.768191443001225,3,3,4,3,5,2,3,2
1803,1a00e380-db62-47a4-af74-d5923352b960,74d338175c468a5c2d14825583631855,533,Suburban,1,68,-0.38900665553459113,No,12.17182137,13,1,0,No,Month-to-month,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,No,No,No,Electronic Check,-1.194854360361819,107.481989,-1.2318013055561765,6,5,5,3,3,5,4,7
1804,d6b88e2e-a971-4dae-b56a-7e396eaf6990,88412b58f011c41ee0978803aab9c0be,4827,Rural,3,29,0.31450542160257144,Yes,4.586984142,14,0,0,No,One year,No,No,,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Mailed Check,-0.9180153235838854,149.988989,-0.9558323252321291,3,3,3,4,4,2,4,4
1805,876ca9bd-50e5-4659-a47b-b2fd68f1b76c,bce251c889c1851bf788500cec3c4017,24653,Rural,4,87,0.48277071506036223,No,8.120857113,9,0,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Yes,Electronic Check,-0.8558917556011041,147.478341,-1.0402465952463822,4,3,4,3,4,4,4,4
1806,955ac948-4311-4334-a22b-baf0f56a8451,5ec461aed692dadd768c58d517deeaac,2931,Suburban,1,34,-0.4834031436569657,Yes,11.19592754,12,0,0,No,Month-to-month,No,Yes,DSL,Yes,No,No,No,Yes,Yes,No,Yes,No,Mailed Check,-0.9952434108345813,152.47417,-0.8675963390865408,5,5,4,5,3,5,4,5
1807,8f9011f5-9fa3-45cc-8c3a-c08baec9f2e8,01f254576b4c59d608848405c2d18a35,1827,Urban,0,22,1.575444534987306,No,10.2831545,6,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Electronic Check,-0.9697411771805196,179.965581,-1.1013768719695345,5,5,3,4,3,5,5,5
1808,7b074d0a-536c-4e00-af20-270ddcdd906e,c77b1ee62252fc270dbd2c5ae4f43365,3898,Suburban,5,20,-0.5725915545674672,Yes,11.64845286,11,1,1,No,One year,No,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),-1.0569845518730487,220.132293,-0.9441271917294854,4,3,2,1,3,4,4,3
1809,7dbd4bcc-0ec5-4ec2-95f9-a17ce2508f68,917abecc11695b8ef7264a03b775177e,7156,Rural,0,33,0.19851062662251523,No,11.77757836,21,1,1,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Electronic Check,-1.194947524236765,204.979684,-1.2344870261834748,5,3,4,6,2,4,4,5
1810,bba3d027-ff84-4297-b5fa-87dc039f7459,aa514abcfa3b96b9ca768afea7c90425,800,Urban,1,75,-1.2195233305334525,Yes,10.72904959,7,0,1,No,One year,Yes,No,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),-1.0026882518587041,255.166453,-0.9512489259689552,2,4,3,3,4,2,2,3
1811,3c5859b1-631b-492e-8a02-d150426ca38f,f44709c5346a4ec1ea89f71ce97ec7f6,1792,Suburban,3,86,-0.5098875248592737,No,12.20196178,9,0,0,No,One year,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Credit Card (automatic),-1.2358403112424763,150.020764,-1.309913677692837,4,4,3,3,2,4,3,4
1812,f366688a-1ccf-4d40-bc20-e8b10905d851,d3e73ffcbd068866a5cc0e52ba63f1e6,9635,Suburban,0,68,-0.6638538341648156,Yes,9.024293001,10,0,1,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,No,Electronic Check,-1.2344571580389758,179.947583,-1.367117479081786,2,1,3,2,5,2,2,4
1813,7a17770b-e952-4480-a992-3bb799c23d0c,bae5071ee9982766fb307509b8bb6443,28147,Rural,1,60,-0.12880422404732642,No,13.0338523,12,2,0,No,One year,No,Yes,,Yes,No,No,No,No,Yes,Yes,No,Yes,Bank Transfer(automatic),-0.9357512345769295,117.472036,-1.096933035680828,5,5,5,3,3,3,5,3
1814,46d5994e-c8f3-45d8-b49c-861f8bacdb3f,d32621a3474afd75f0afaf8bc8e452b5,201,Suburban,0,25,-0.6387227161138427,No,7.456656063,10,1,1,No,One year,No,No,,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,-0.8252238428082607,220.161527,-0.7378215501844375,6,5,7,5,3,4,4,5
1815,6d068745-4db9-4e39-aa91-99ec5a32bf19,4fb203f715573b2d73c487295f64ce4e,64417,Urban,0,39,0.2651967820975699,No,13.7342759,14,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Bank Transfer(automatic),-0.938681723973675,152.510442,-0.8388384031782398,2,3,3,2,5,2,2,3
1816,66ed1c37-a75e-4572-a2ed-8e0e00be6594,e7c6b8538de423dfd007c2d3ef282d8e,1013,Urban,0,27,0.1993989715371103,No,9.929214278,9,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,Yes,Mailed Check,-0.7336783484710434,157.483594,-0.8431955008387471,4,5,3,4,4,3,4,3
1817,29180a4b-2b42-4d76-909d-3e3845db4a35,7c3a917375b557dcf729f1881c064ffa,1081,Rural,1,25,-0.9777835788640096,No,9.116878941,13,1,1,No,Two Year,No,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,No,No,Mailed Check,-1.0342093269480517,134.950905,-1.1906144417403601,3,3,3,4,5,4,4,4
1818,4c3dbe52-4df0-4e75-a18d-1479f2598203,e434ebd1dbb084bf57a6243999f05c00,6947,Suburban,1,44,0.24465597804840022,No,11.10048066,9,2,0,No,Month-to-month,Yes,No,,Yes,No,No,Yes,No,No,No,No,No,Bank Transfer(automatic),-0.928152485302752,102.474625,-1.07631181988563,2,3,3,3,2,3,2,4
1819,09fd5cf5-fe3c-490e-9753-edadf1dd8c16,d5b7b0ecc6eb7d54036bec8afa33aed9,2568,Rural,0,65,-1.0029948430030857,Yes,5.953348075,16,0,0,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,Mailed Check,-1.191350545353901,137.483594,-1.1647594677331732,5,4,4,5,3,4,3,3
1820,c8ff5a3c-ffb9-49d5-b0ea-3825ad98d394,9920de1788c5255d750f54a4241833f3,809,Rural,2,73,-0.7189212892658683,No,7.519178592,16,1,1,Yes,Two Year,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Electronic Check,-0.9170636789652513,184.978458,-0.9876950871317323,4,4,4,4,5,4,4,4
1821,9db8be33-0a62-43c1-8c90-e9bc18e4c9cc,46e82e5cb2501f6b89e9119af5e4e56a,43123,Rural,1,48,1.51861244743315,No,9.816712399,12,0,2,No,One year,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Bank Transfer(automatic),-0.8169056138901111,169.974105,-0.9423283646517965,1,3,2,5,3,2,4,3
1822,73239f24-da35-44c3-b390-9a0dc2e94604,842a5185a71ac868672dfca682168591,25,Urban,4,39,-0.40379928284896244,No,5.282356868,11,0,0,No,Two Year,Yes,Yes,,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Bank Transfer(automatic),-0.9432271091860679,107.528648,-1.0468026214707027,3,4,5,3,3,4,5,4
1823,020fb50c-48d0-4dd8-85e0-aadb1424e71a,cfce032d4073926996ea08ea300bd021,1691,Urban,1,55,1.4754959798058902,No,4.698609875,10,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,No,No,Yes,Electronic Check,-0.7481874648745407,124.964303,-0.9930737950460162,4,4,4,4,3,3,4,3
1824,f8c791b8-bc89-4652-a17a-6899489600cc,95290359c13129f457cb45aa329d6068,14,Rural,4,71,1.0532402859462473,No,9.773871134,8,1,0,No,One year,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,No,No,Bank Transfer(automatic),-0.8311773525758477,114.972827,-1.024663003978716,4,4,3,5,2,4,4,1
1825,f58a808b-468b-4903-95e2-8fe34ff41df7,66d1725f41ec93b09d4bfc8f1a3441ce,7527,Rural,3,44,-0.846236541876144,Yes,9.724391204,18,0,1,Yes,One year,Yes,No,DSL,Yes,No,No,No,No,Yes,Yes,No,No,Electronic Check,-1.1545022087212704,129.948316,-1.0724131327175288,3,3,4,4,4,4,1,3
1826,aa428da0-9034-4a8b-997b-563ead091a5c,19791576b2b7b24bdd05925b72196dc8,24542,Rural,1,35,-0.05242677522853866,Yes,8.082617212,7,2,0,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Bank Transfer(automatic),-1.2584118645138775,204.961033,-1.2498398903204706,5,4,4,3,4,4,4,3
1827,7c10a0c5-5607-46cf-a5aa-d946e3581f23,bb586a6648ffa095270692fb16764d84,40041,Rural,3,40,1.5161804037507975,Yes,7.495673471,10,1,0,No,Month-to-month,Yes,Yes,,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Mailed Check,-0.845536917174746,200.165175,-0.769152107859372,4,4,4,2,5,4,3,3
1828,5c9633e5-54ed-4ae1-8652-724b10156722,d4a113bfa28d474b5c72d095efc00c82,1536,Suburban,0,34,-0.07587482542934477,Yes,8.337747682,8,1,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Electronic Check,-1.0552160224866936,262.610632,-0.9968447049663075,3,4,6,2,4,2,3,4
1829,b491205d-3dfb-48f6-884c-7e82099c7e46,15ae11cb0245321dd34582d25fa4bb84,12439,Suburban,4,35,1.7712134125554075,Yes,8.940681932,15,0,0,Yes,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Bank Transfer(automatic),-1.0923194657759572,262.610632,-0.9787810181693178,4,3,4,3,3,1,3,2
1830,1cf00df5-190e-4ae4-ac64-602758500280,498787019cb3a3c055899fb5afe81c6b,1062,Urban,1,59,-0.526551173239275,Yes,9.170210546,13,1,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,No,Credit Card (automatic),-1.1355622513429853,220.132293,-1.1153696082892601,3,3,5,4,4,4,2,4
1831,7e0e8a3e-45c8-4c7f-86db-292696b5334b,2cc7a51862ae123fef9647c03179f66f,2306,Suburban,3,73,0.4270149256362644,Yes,4.307800217,12,2,2,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Mailed Check,-1.0570808513585337,242.628057,-1.0089068735900732,3,3,2,2,5,1,2,2
1832,d26f814a-9150-45e9-9429-7b923932e716,c12c7a1036cb0412f8da3e3451b8fb9a,1684,Suburban,4,88,-0.2611420830549709,Yes,6.969585746,13,1,1,No,Month-to-month,Yes,No,Fiber Optic,No,Yes,No,Yes,No,No,Yes,No,Yes,Electronic Check,-0.8606925261961095,192.440432,-0.9267669490749887,4,3,4,4,2,4,4,5
1833,c3020d30-4f46-4746-a57b-4b612ad7ebe0,a947270553e54c4dee069da9984238bc,1232,Suburban,1,34,1.2897290503300987,No,7.859430948,14,1,2,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Credit Card (automatic),-0.8057249028232213,192.456745,-0.9126124245289294,3,5,4,3,2,3,4,3
1834,e8cf2999-208c-4768-978a-e4826cdbe11a,d898a5708c61810ee028a1c7a7c99503,586,Rural,1,67,-0.5269845295209656,No,7.779697022,13,3,0,Yes,One year,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Yes,Electronic Check,-1.2301896273050281,159.965008,-1.3412595842242858,3,4,5,3,5,2,3,3
1835,f5d23d07-bf83-4add-9db9-8480ea7f59a4,fd9819eba826959eac468ace971ddfca,27361,Urban,0,51,1.6395372907176764,No,8.683074501,10,1,1,No,One year,No,No,DSL,Yes,No,No,No,No,No,No,No,Yes,Bank Transfer(automatic),-1.1625044154389155,92.455141,-1.187045186957753,2,2,1,3,1,4,4,4
1836,c74b94b4-76f1-4fc0-8100-e3d87fe44635,5747449bc116c5c2ab6127e307baed72,1105,Rural,4,26,-0.7513212319533493,No,4.989775216,16,0,0,No,Two Year,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Electronic Check,-0.7005782546295135,149.974105,-0.5248366997426899,3,3,3,5,3,3,4,3
1837,f3ada440-0849-4b3a-b51b-95fddef0c5b8,37fcb8bedb695df233e859c29fb3c21d,9102,Suburban,1,45,-0.7299193894001331,No,10.38217336,5,1,0,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Electronic Check,-0.8768288085606591,222.649979,-0.8034186898446262,4,3,4,4,3,4,3,4
